# Date	real
06/26/26	0.1665
06/26/26	0.1332
06/26/26	0.1373
06/26/26	0.1354
06/26/26	0.1358
06/26/26	0.1351
06/26/26	0.1377
06/26/26	0.1342
06/26/26	0.1367
06/26/26	0.1383
