# Date	real
07/10/26	3.518
07/10/26	3.539
07/10/26	3.49
07/10/26	3.508
07/10/26	3.49
07/10/26	3.487
07/10/26	3.484
07/10/26	3.517
07/10/26	3.485
07/10/26	3.496
