# Date	real
07/02/26	1.976
07/02/26	2.007
07/02/26	2.025
07/02/26	2.047
07/02/26	1.981
07/02/26	2.028
07/02/26	2.006
07/02/26	2.046
07/02/26	2.032
07/02/26	1.982
