# Date	real
07/02/26	1.693
07/02/26	1.723
07/02/26	1.7
07/02/26	1.708
07/02/26	1.736
07/02/26	1.702
07/02/26	1.733
07/02/26	1.71
07/02/26	1.726
07/02/26	1.729
