# Date	real
07/06/26	23.12
07/06/26	28.71
07/06/26	25.62
07/06/26	28.6
07/06/26	25.11
07/06/26	28.84
07/06/26	25.1
07/06/26	28.69
07/06/26	28.74
07/06/26	25.38
