# Date	real
05/15/26	0.6046
05/15/26	0.5932
05/15/26	0.6059
05/15/26	0.6251
05/15/26	0.6115
05/15/26	0.5778
05/15/26	0.6245
05/15/26	0.5959
05/15/26	0.6575
05/15/26	0.6213
