# Date	real
05/15/26	1.171
05/15/26	1.129
05/15/26	1.142
05/15/26	1.151
05/15/26	1.148
05/15/26	1.144
05/15/26	1.131
05/15/26	1.131
05/15/26	1.128
05/15/26	1.14
