# Date	real
07/10/26	30.35
07/10/26	31.71
07/10/26	44.07
07/10/26	43.93
07/10/26	45.53
07/10/26	45.2
07/10/26	45.71
07/10/26	46.3
07/10/26	45.14
07/10/26	45.57
