# Date	real
07/08/26	1.605
07/08/26	1.546
07/08/26	1.523
07/08/26	1.508
07/08/26	1.526
07/08/26	1.554
07/08/26	1.561
07/08/26	1.504
07/08/26	1.575
07/08/26	1.522
