# Date	real
07/09/26	1.073
07/09/26	1.012
07/09/26	1.012
07/09/26	1.021
07/09/26	1.03
07/09/26	1.007
07/09/26	1.01
07/09/26	1.009
07/09/26	1.007
07/09/26	1.012
