# Date	real
07/09/26	0.5599
07/09/26	0.5116
07/09/26	0.5283
07/09/26	0.5153
07/09/26	0.5173
07/09/26	0.5125
07/09/26	0.518
07/09/26	0.52
07/09/26	0.5164
07/09/26	0.5142
