# Date	real
07/08/26	3.469
07/08/26	3.447
07/08/26	3.542
07/08/26	3.493
07/08/26	3.109
07/08/26	3.779
07/08/26	2.951
07/08/26	3.418
07/08/26	3.23
07/08/26	3.252
