# Date	real
07/24/26	21.07
07/24/26	17.77
07/24/26	17.55
07/24/26	12.26
07/24/26	22.59
07/24/26	18.11
07/24/26	21.7
07/24/26	22.07
07/24/26	19.79
07/24/26	18.08
