# Date	real
07/09/26	1.131
07/09/26	1.126
07/09/26	1.082
07/09/26	1.086
07/09/26	1.105
07/09/26	1.1
07/09/26	1.107
07/09/26	1.101
07/09/26	1.112
07/09/26	1.103
