# Date	real
05/15/26	4.897
05/15/26	4.906
05/15/26	4.9
05/15/26	4.914
05/15/26	4.901
05/15/26	4.9
05/15/26	5.006
05/15/26	4.958
05/15/26	4.969
05/15/26	4.848
