# Date	real
05/15/26	2.539
05/15/26	2.451
05/15/26	2.44
05/15/26	2.384
05/15/26	2.459
05/15/26	2.4
05/15/26	2.389
05/15/26	2.585
05/15/26	2.268
05/15/26	2.288
