# Date	real
05/15/26	1.427
05/15/26	1.437
05/15/26	1.438
05/15/26	1.509
05/15/26	1.419
05/15/26	1.399
05/15/26	1.432
05/15/26	1.441
05/15/26	1.427
05/15/26	1.468
