# Date	real
05/15/26	70.93
05/15/26	71.09
05/15/26	71.1
05/15/26	71.58
05/15/26	71.23
05/15/26	70.87
05/15/26	71.36
05/15/26	71.24
05/15/26	71.45
05/15/26	71.32
