# Date	real
07/02/26	0.5946
07/02/26	0.5492
07/02/26	0.5571
07/02/26	0.5633
07/02/26	0.561
07/02/26	0.5478
07/02/26	0.5494
07/02/26	0.5487
07/02/26	0.5737
07/02/26	0.549
