# Date	real
07/08/26	28.16
07/08/26	24.86
07/08/26	28.26
07/08/26	28.18
07/08/26	23.07
07/08/26	28.23
07/08/26	24.92
07/08/26	28.19
07/08/26	28.1
07/08/26	28.07
