# Date	real
06/26/26	2.105
06/26/26	2.076
06/26/26	2.077
06/26/26	2.138
06/26/26	2.078
06/26/26	2.08
06/26/26	2.075
06/26/26	2.077
06/26/26	2.083
06/26/26	2.075
