# Date	real
06/26/26	0.1212
06/26/26	0.08974
06/26/26	0.08899
06/26/26	0.0945
06/26/26	0.09272
06/26/26	0.09817
06/26/26	0.08828
06/26/26	0.08722
06/26/26	0.09548
06/26/26	0.0881
