# Date	real
06/26/26	51.72
06/26/26	39.55
06/26/26	52.32
06/26/26	53.96
06/26/26	53.0
06/26/26	54.0
06/26/26	55.16
06/26/26	53.79
06/26/26	53.02
06/26/26	54.42
