# Date	real
07/02/26	3.992
07/02/26	4.015
07/02/26	4.02
07/02/26	3.853
07/02/26	3.948
07/02/26	3.988
07/02/26	4.041
07/02/26	4.047
07/02/26	3.906
07/02/26	3.93
