# Date	real
06/26/26	3.059
06/26/26	2.804
06/26/26	2.899
06/26/26	3.113
06/26/26	2.506
06/26/26	2.822
06/26/26	3.099
06/26/26	2.524
06/26/26	2.781
06/26/26	3.001
