# Date	real
05/15/26	34.33
05/15/26	34.33
05/15/26	37.64
05/15/26	34.38
05/15/26	35.41
05/15/26	35.93
05/15/26	34.23
05/15/26	34.26
05/15/26	34.34
05/15/26	34.23
